GitHub_URL,misuse_count_of_Early_Stopping,misuse_count_of_Data_Drift,misuse_count_of_Testing_Schema_Mismatch,misuse_count_of_Improper_Handling_ML_API_Limit,misuse_count_of_Training_Checkpoint,misuse_count_of_batch
https://github.com/teamclairvoyant/airflow-rest-api-plugin,1,1,1,0,0,1
https://github.com/techforge23/Dash-Video-App,1,1,1,0,1,0
https://github.com/teja156/amazon-rekognition-example,1,1,1,0,1,0
https://github.com/teopopescu/machine-learning-on-gcp,1,1,1,1,1,1
https://github.com/teslakoile/gcloud-realtime-translator,1,1,1,1,0,0
https://github.com/teterouge/AOAI-AzureSearch-Excel,1,1,1,1,0,0
https://github.com/tflearn/tflearn,1,1,1,1,1,1
https://github.com/theendofline/gcp_nlp_solution,1,1,1,1,0,0
https://github.com/therealyash13/Text-to-Image-Generation-using-Stable-Diffusion-1.5-on-Google-Cloud-Platform-Vertex-AI,1,1,1,0,0,0
https://github.com/thinkingatoms/epub_translator,1,1,1,1,0,0
https://github.com/thornj18/intruderdetection-finalproject,1,1,1,0,0,0
https://github.com/tian-minghui/openai-style-api,1,1,1,1,0,1
https://github.com/tiangolo/fastapi,1,1,1,0,0,1
https://github.com/timiredmind/recommender_system,1,1,1,0,1,0
https://github.com/timothywarner/ai100,1,1,1,1,0,1
https://github.com/tingly3101/basic_rag,1,1,1,1,0,0
https://github.com/tirthajyoti/UCI-ML-API,1,1,1,0,0,1
https://github.com/toddrob99/MLB-StatsAPI,1,1,1,0,0,1
https://github.com/todokku/DeployMachineLearningModels,1,1,1,0,0,0
https://github.com/tsuresh/gcp-ml-deployment-workshop,1,1,1,1,1,0
https://github.com/ttaschke/airflow_aws_forecast_plugins,1,1,1,0,0,0
https://github.com/tusharbhadak/AIapp,1,1,1,0,0,1
https://github.com/twintproject/twint,1,1,1,0,0,0
https://github.com/tyayers/appsheet-documentai-adapter,1,1,1,1,0,0
https://github.com/ueberhund/ml-workshop-examples,1,1,1,0,1,0
https://github.com/ujjwalr/textract,1,1,1,0,1,1
https://github.com/undergroundwires/Azure-in-bullet-points,1,1,1,0,0,0
https://github.com/unitaryai/detoxify,1,1,1,0,0,0
https://github.com/unix68/ocrboe,1,1,1,0,0,0
https://github.com/ushakrishnan/SearchWithOpenAI,1,1,1,1,0,0
https://github.com/uuazed/numerapi,1,1,1,0,0,0
https://github.com/varshakhandekar/MLAssignGCP_RF,1,1,1,0,0,0
https://github.com/vchinnipilli/kubestriker,1,1,1,0,0,1
https://github.com/vdivakar/azureTTS,1,1,1,0,0,0
https://github.com/vedantbahel/Object-Detection-Custom-Vision,1,1,1,1,1,0
https://github.com/veridu/veridu-python,1,1,1,0,0,0
https://github.com/victortrac/stratosphere,1,1,1,0,0,0
https://github.com/vikramshinde12/document-ai-in-gcp,1,1,1,1,0,0
https://github.com/vivektiwari1986/azurecv,1,1,1,0,0,0
https://github.com/vmalgi/RASA-NLU---Chatbot,1,1,1,0,0,0
https://github.com/vpasquier/chronos-forecasting,1,1,1,0,0,0
https://github.com/wamaithaNyamu/Building-a-telegram-bot-using-azure-cognitive-services,1,1,1,1,0,0
https://github.com/wandb/wandb,1,0,0,1,1,1
https://github.com/wheeled/translate,1,1,1,1,0,2
https://github.com/whiskyboy/cogsgpt,1,1,1,0,0,1
https://github.com/will-wright-eng/shell-gpt-vertex-ai,1,1,1,0,0,0
https://github.com/wjnnora/Tensorflow-App,1,1,1,1,1,0
https://github.com/wwu-mmll/photonai,1,1,1,1,0,0
https://github.com/xorbitsai/xorbits,1,0,0,1,1,0
https://github.com/yahirb/Animal-as-a-Service,1,1,1,0,0,0
https://github.com/ydmarinb/app-ci-cd,1,1,1,1,0,0
https://github.com/ye1dos/object-detection-with-azure,1,1,1,0,0,1
https://github.com/yison-cpu/real-time-personalized-movie-recommendations-with-Amazon-Personalize,1,1,1,0,1,0
https://github.com/ykzj/gaming-analytics,1,1,1,1,0,0
https://github.com/yokawasa/azure-search-ta,1,1,1,0,0,0
https://github.com/yokawasa/scrapy-azuresearch-crawler-samples,1,1,1,0,0,0
https://github.com/youfou/wxpy,1,1,1,0,0,1
https://github.com/youngwjung/personalize_demo,1,1,1,0,1,0
https://github.com/youngzm339/SmartAppToHelpSeniorsAPI,1,1,1,0,0,0
https://github.com/yusufsezer/OCR_Translator_App,1,1,1,1,0,0
https://github.com/yxor/translate-json,1,1,1,0,0,2
https://github.com/zhayujie/chatgpt-on-wechat,1,1,1,0,0,1
https://github.com/zhufengme/azure-tts-service,1,1,1,0,0,0
https://github.com/zmkarakas/Azure-Cognitive-Services---Getting-busy-with-vision-API,1,1,1,0,0,0
